step,iteration,pressure_l1_delta,pressure_l1_norm,relative_error,converged
4,100,1455.4886494186708,7070.4413333799212,0.2058554170511582,0
4,200,927.78396972008807,6540.9006292333297,0.14184345892269506,0
4,300,837.92135803794247,6071.4996767731036,0.13800896033042087,0
4,400,775.22122308883183,5702.5621279656152,0.13594261766778706,0
4,500,720.24579706869781,5532.9515020388471,0.13017388581904127,0
4,600,670.87759958248523,5589.7514257088187,0.12001921883268957,0
4,700,626.05731644682908,5763.8657519043445,0.10861760897883226,0
4,800,585.01247380183315,5965.5157050991756,0.098065700053690058,0
4,900,547.26753078267154,6164.3381287680468,0.088779609319069572,0
4,1000,512.42310204297826,6359.9242004426869,0.080570630386964465,0
5,100,795.72900337954036,6360.9631418702875,0.12509567900837978,0
5,200,548.43303038383999,6480.9919499157577,0.08462177312085209,0
5,300,471.28704525324804,6624.5146088038346,0.071142879604630643,0
5,400,420.03551136242112,6776.9619336266378,0.061979913046028047,0
5,500,380.81370599807707,6933.1965298007499,0.054926137512651921,0
5,600,349.03198410978274,7091.5262583594649,0.04921817552298352,0
5,700,322.31673365583623,7251.1913455574586,0.044450176294590263,0
5,800,299.24637110162882,7411.9017045636656,0.040373764120128101,0
5,900,278.84964541190789,7573.2123234316405,0.0368205239075554,0
5,1000,260.54080194925115,7734.7196545945053,0.033684582452123801,0
6,100,316.63167389213015,7778.1916787980472,0.040707620352840007,0
6,200,180.58170615424007,7893.6186436049948,0.022876923032066936,0
6,300,153.53309471410489,8014.6129750831669,0.0191566448924518,0
6,400,139.1542919238594,8138.4865486810404,0.017098300905395165,0
6,500,130.05073680521738,8261.6603125585134,0.015741477122646622,0
6,600,123.60025708017429,8381.8711469750069,0.014746141394070614,0
6,700,118.89070132271661,8498.8239796713533,0.013989076795459656,0
6,800,115.30965147416049,8612.8052991530403,0.013388164189140525,0
6,900,112.40217739846845,8724.1741077943934,0.012883990623025917,0
6,1000,109.93352997572542,8833.2241691287818,0.012445459083890558,0
7,100,364.71120963368656,8802.8855565437516,0.041430870285775016,0
7,200,234.76630008295874,8829.3058462851077,0.026589440231219948,0
7,300,204.22440190771817,8860.2406755145676,0.023049532104934344,0
7,400,186.20623349507531,8893.8873996073144,0.020936428035202778,0
7,500,171.43782058003308,8929.7077145629628,0.019198592614677039,0
7,600,158.68799467004834,8967.232344915783,0.01769642946299042,0
7,700,147.29532049540063,9006.0705258403013,0.016355115149584886,0
7,800,137.03736858932126,9045.8915350900479,0.015149127983431775,0
7,900,127.68366466862769,9086.4725177036162,0.014052060843177085,0
7,1000,119.13455441895913,9127.5968566137544,0.01305212711411937,0
8,100,298.21720272028546,9083.0201863452112,0.032832383568694994,0
8,200,214.79028206458901,9084.1895255696236,0.023644407842880247,0
8,300,192.06423978924332,9084.169079727837,0.021142741631466594,0
8,400,175.9915782347191,9082.8158219330726,0.019376323563639459,0
8,500,162.43263672384569,9080.7315619696819,0.017887615729564939,0
8,600,150.47112638218769,9078.3538915991194,0.016574714775266682,0
8,700,139.71577891935183,9075.9422068924341,0.015394079835947958,0
8,800,129.94794376179567,9073.6894840371733,0.014321400791861536,0
8,900,121.01973816337217,9071.7113640453772,0.013340342665995653,0
8,1000,112.83045058793137,9070.0741605957919,0.012439859761909576,0
9,100,184.75665178896608,8981.2847730410867,0.02057129424773901,0
9,200,116.72902915965628,8930.1581906922092,0.013071328263963058,0
9,300,104.81823144723273,8882.180050193334,0.011800957744033932,0
9,400,97.853542964238798,8836.3655947505304,0.011073958169224143,0
9,500,92.235964256596873,8792.4744826252445,0.010490330616126758,0
9,600,87.266428630647823,8750.3540230201961,0.0099729026278330742,0
9,700,82.698273703174323,8709.9124204842574,0.009494730797600423,0
9,800,78.4187692995297,8671.045425544522,0.009043750257438558,0
9,900,74.391196945820937,8633.6887327225359,0.0086163862572287246,0
9,1000,70.594943862367884,8597.7740550512408,0.0082108396208543013,0
10,100,135.61870297915266,8494.6506504312729,0.015965188983053387,0
10,200,79.631593444731138,8427.2264254336678,0.0094493240628257206,0
10,300,70.891664536850996,8361.6300968604774,0.0084782110324957485,0
10,400,66.794114072084298,8297.5208704566485,0.0080498880466700565,0
10,500,64.257413040150155,8234.9930895056386,0.0078029710944186887,0
10,600,62.188654950333273,8174.1053379974701,0.0076080075285118037,0
10,700,60.332648022338809,8114.8727164469265,0.0074348237034031119,0
10,800,58.5981704113251,8057.2784413662212,0.007272700185025377,0
10,900,56.939409500205038,8001.2989890625149,0.007116270692801149,0
10,1000,55.329286857790613,7946.8933863142856,0.0069623794064075087,0
11,100,138.93558448947215,7850.0091366340148,0.0176987799722544,0
11,200,91.378204745186309,7782.108789538077,0.011742087808902277,0
11,300,82.344075612103012,7716.3292396727502,0.010671405153209251,0
11,400,77.070602013853076,7652.3977040855407,0.010071431856280266,0
11,500,73.08642199915775,7590.3135971532629,0.0096289067722536148,0
11,600,69.669759983913579,7530.0546676613094,0.0092522249915552961,0
11,700,66.588022296046816,7471.5695750426221,0.0089121866064757835,0
11,800,63.776619858043773,7414.8082914085944,0.008601250005605755,0
11,900,61.187051318013914,7359.7148294598337,0.0083137801852174124,0
11,1000,58.790809558602284,7306.2393813006647,0.0080466579987879174,0
12,100,119.19708773259231,7218.511761686832,0.016512695645277742,0
12,200,74.955175396852013,7161.20775218976,0.01046683436518542,0
12,300,69.364855695624669,7105.4687935472775,0.0097621786416988137,0
12,400,65.805540210710504,7051.0244568480066,0.0093327630067712615,0
12,500,62.810065978132798,6997.8976078994647,0.0089755623042027163,0
12,600,60.110009398467,6946.1005059057206,0.0086537776623531737,0
12,700,57.641563712343675,6895.627402236224,0.0083591470869859869,0
12,800,55.369607937964894,6846.444943469809,0.0080873516686608051,0
12,900,53.274912675181866,6798.519998880658,0.0078362515200298462,0
12,1000,51.337568731882833,6751.8099664374031,0.0076035269042044936,0
13,100,85.141281674083444,6686.0766057722476,0.012734116985823789,0
13,200,48.279012397971449,6646.6860284671911,0.007263621629063949,0
13,300,42.248799401694335,6608.9747438049453,0.0063926404683717535,0
13,400,39.34085710262017,6572.4401892583219,0.0059857307133683712,0
13,500,37.460541637786065,6536.9833977482149,0.0057305548076946383,0
13,600,36.025428851100813,6502.552777619997,0.005540197839699273,0
13,700,34.805651671555445,6469.1019577956649,0.0053802910973775112,0
13,800,33.702298073714431,6436.5872533737092,0.0052360508367302128,0
13,900,32.678480487659307,6404.9664455904176,0.0051020533464554265,0
13,1000,31.716664569720876,6374.2018231671518,0.0049757860591181915,0
14,100,59.626368413539431,6330.9448390868129,0.0094182416572974048,0
14,200,24.71251697918283,6311.9945507460361,0.0039151676669717615,0
14,300,20.507644319534972,6293.760851577621,0.0032584085736899961,0
14,400,18.999114808286961,6275.9527145927668,0.0030272877557076644,0
14,500,18.18186242288311,6258.5491737744733,0.0029051241618539198,0
14,600,17.566141846733956,6241.550026521787,0.0028143877357533569,0
14,700,17.034998588047387,6224.9493453115292,0.0027365682261941146,0
14,800,16.556063825399665,6208.735256821813,0.0026665759032338805,0
14,900,16.116407647617351,6192.8928336826693,0.0026024037683909924,0
14,1000,15.709097408091063,6177.4071218368272,0.0025429920836138814,0
15,100,54.391369655344292,6150.2079081995726,0.0088438261709541059,0
15,200,21.870034849678216,6146.0990853275262,0.0035583602779669082,0
15,300,17.191279899325572,6143.1126981940452,0.0027984640269385699,0
15,400,15.369329782735399,6140.5972616802228,0.0025029047058086921,0
15,500,14.104022704619963,6138.3760428855367,0.0022976798107647253,0
15,600,13.05814313698121,6136.3727857120857,0.0021279905235525708,0
15,700,12.132614438678353,6134.5438963759116,0.0019777533005910846,0
15,800,11.294065773174955,6132.8530103403091,0.001841567987057993,0
15,900,10.52960016637209,6131.2719541492288,0.0017173598308987698,0
15,1000,9.8291582797985271,6129.7783225397952,0.0016035095826639847,0
16,100,53.309424984410079,6116.5796398397424,0.0087155613305816143,0
16,200,21.170927964165049,6124.048016546295,0.0034570153445832321,0
16,300,17.337840901349058,6131.8502044061997,0.0028275056179439123,0
16,400,15.78138742194866,6139.5707931261632,0.0025704382201468274,0
16,500,14.674274575459314,6147.1374550805285,0.0023871720264415463,0
16,600,13.769931407233111,6154.5359113864943,0.0022373630774917387,0
16,700,12.995433653939703,6161.7609405436096,0.0021090454140197793,0
16,800,12.315930218050294,6168.8090266236686,0.0019964842751488267,0
16,900,11.709135551727673,6175.6762868393562,0.0018960086325574364,0
16,1000,11.156951226554865,6182.3608869567033,0.0018046425031727528,0
17,100,48.341049288849042,6171.3341540909414,0.0078331602343723432,0
17,200,20.435776338399506,6181.28393205457,0.0033060730688044852,0
17,300,16.234423262267754,6192.1052968127115,0.002621793797761186,0
17,400,15.203060139598453,6203.0878819527088,0.0024508858215325792,0
17,500,14.498892031447836,6214.0493276450034,0.002333243794339595,0
17,600,13.903968112928506,6224.9078699946613,0.0022336022320825818,0
17,700,13.374210796259497,6235.625487957569,0.0021448066151644584,0
17,800,12.89063222540266,6246.175131517668,0.0020637641362884025,0
17,900,12.441500578368354,6256.5395592430195,0.0019885594042137974,0
17,1000,12.017766727592353,6266.7078704992227,0.0019177161239901526,0
18,100,43.907818290828274,6257.2563155365324,0.0070171039952138144,0
18,200,16.251628620733481,6266.4860418597218,0.0025934197430862609,0
18,300,11.93502149986392,6276.2190331777247,0.0019016260326117198,0
18,400,10.734752311775358,6285.8976248702265,0.0017077516931397652,0
18,500,10.090635688346056,6295.4168925311305,0.0016028542446994362,0
18,600,9.671830539170303,6304.7497441355245,0.0015340546305056325,0
18,700,9.3582797271673908,6313.8874427169212,0.0014821739874318128,0
18,800,9.1023587406409519,6322.8263654712473,0.0014396028317887458,0
18,900,8.8814756350216726,6331.5650011416574,0.0014027299148662671,0
18,1000,8.6757663541883847,6340.1025829671007,0.0013683952650066142,0
19,100,38.64586495539367,6324.0633332273237,0.0061109231389799732,0
19,200,14.290322484981184,6327.0020103222496,0.0022586246158397133,0
19,300,9.9575597444541533,6331.0202910320204,0.0015728206966196549,0
19,400,8.4148390491040139,6335.3422711537405,0.0013282374793574605,0
19,500,7.5226254088192723,6339.7786605846923,0.0011865754013761563,0
19,600,6.9050123133889052,6344.2582137555964,0.0010883876539604716,0
19,700,6.4502617142897458,6348.7451838135221,0.0010159900149615464,0
19,800,6.1095155269341088,6353.2178588067936,0.0009616411183610104,1
20,100,34.049449016117777,6334.209356868645,0.005375485257555543,0
20,200,10.675676059867779,6331.9637084271417,0.0016859976701476729,0
20,300,6.3739238583310662,6330.5532947929905,0.0010068509909826916,0
20,400,4.8388630720813461,6329.3903820846826,0.00076450697144194661,1
